timestamp,currentCourse,statsBefore,classStanding,numCourses,major,residentialCollege,GPA,gender,hoursStudying,birthMonth,age,height,shoeSize,weight,calories,hoursExercise,sleepTime,sleepDuration,socialMedia,smartPhones,baseball,football,basketball,hockey,politics,religous,Kinsey,happyCampus,happyCity,anxiousCourse,highSchool,prepared,drugUse,firstGeneration,languages,safety,makingFriends,campusTeam,officeHours,studyGroups,retirement,happiness,intelligence,attractiveness,favColor,favNumber,showers,brushing,flossing,washHair,finAidInfluence,futureCareer,numSiblings,favMovie,loneliness,tidyness,highSchoolGPA,SAT,activeCampus,numFriends,studyMusic,familyInfluence,campusLiving,jobBool,campusGroups,attendance,pancakesWaffles,coffeeTea,dogsCats,oceanSnow,pineapplePizza,campusAcceptance,hoursSocialMedia,continents,superhero,supervillain,season,handedness,safety2,laundry,favClass,favProfessor,anxiousSurvey
2024-09-02 23:14:31 UTC,SML 201,No,Sophomore,8,Psychology,Yeh College,3.3,Female,17,April,19,73,12.5,187,2000,18,1 AM,7,Instagram,iPhone,Houston Astros,Houston Texas,New York Knicks,NA,40,90,0,70,60,80,private school,100,No,No,2.8,100,80,Yes: athletic scholarship,80,90,Yes,90,85,85,Blue,24,9,16,5,NA,5,95,0,B.a.p.s,15,95,4,NA,10,20,Yes,0,Yes,No,Yes,80,Waffles,tea,Dogs,ocean,No!,90,2,1,Wonder Woman,Joker,Spring,right-handed,95,6,ANT201,Professor Guild,100
2024-09-04 03:25:03 UTC,SML 201,Yes: AP Statistics,Sophomore,10,Molecular Biology,Forbes,3,Female,36,January,19,55,8,130,1000,1,12 midnight,8,"Facebook,Pinterest",iPhone,New York Yankees,"Dallas Cowboys,Houston Texas,New York Giants,San Francisco 49ers",Golden State Warriors,New Jersey Devils,30,85,0,70,50,80,public school,20,No,Yes,2,100,50,No,60,50,No,80,70,55,Pink,8,3,14,14,3,100,90,4,The Pursuit of Happyness,50,90,4,1500,50,10,No,100,Yes,No,Yes,100,Pancakes,coffee,Dogs,ocean,tolerable,85,14,3,Superman,The Joker,Spring,right-handed,100,1,CHM 290,Dr. Mostafavi and Dr. Francis ,100
2024-09-05 05:45:05 UTC,SML 201,Yes: AP Statistics,Sophomore,8,Computer Science,Whitman,3.8,Male,35,May,19,67,10,NA,NA,1.5,2 AM,6,Instagram,iPhone,Los Angeles Dodgers,NA,Los Angeles Lakers,NA,0,NA,NA,85,75,70,public school,50,No,No,2,90,85,No,90,60,No,75,70,50,Blue,5,7,14,5,7,90,70,1,Parasite,10,80,4,1560,80,11,Yes,30,Yes,Yes,Yes,100,Waffles,coffee,Dogs,ocean,tolerable,75,1,1,Spider-Man,Thanos,Spring,right-handed,90,5,"ANT344
------",Professor Onur Gunay,90
2024-09-03 15:32:57 UTC,SML 201,No,Sophomore,9,other,Whitman,3.75,Male,8,August,NA,68,10,160,2300,8,11 PM,7,Instagram,NA,New York Yankees,New York Giants,New York Knicks,New Jersey Devils,35,10,1,70,80,10,public school,100,No,Yes,2,100,80,No,100,50,Yes,80,70,70,Green,8,10,10,7,2,100,70,1,Lion King,10,90,2.5,1100,30,28,Yes,0,Yes,Yes,Yes,98,Pancakes,coffee,Cats,ocean,tolerable,90,3,4,Thor,Trump,Summer,right-handed,100,2,COS 226,Dr. Valavi,100
2024-09-02 12:51:34 UTC,SML 201,No,Senior,27,Chemistry,Mathey,3.55,Female,30,August,21,70.5,10.5,140,1800,6,12 midnight,8,"Instagram,Pinterest",iPhone,NA,NA,"Golden State Warriors,Los Angeles Lakers",NA,20,35,2,50,20,65,religious institution,70,No,No,1.3,70,80,Yes: sports club,90,50,No,85,60,80,pink and sage green,7,9,12,4,0.5,75,90,1,city of god or get out,2,100,3.95,1480,50,20,Yes,20,Yes,Yes,Yes,95,Pancakes,tea,Cats,ocean,Yes!,80,1,2,black panther,circe from game of thrones,Summer,right-handed,80,4,NA,Prof. Will Gleason,98
2024-09-02 21:04:56 UTC,SML 201,Yes: a (non-AP) Statistics course in high school,Sophomore,10,Computer Science,Butler,3.8,Male,10,February,20,70,11.5,200,2500,6,12 midnight,6,"Facebook,Instagram,LinkedIn,Twitter (X)",iPhone,NA,Jacksonville Jaguars,Denver Nuggets,NA,30,5,1,80,40,65,public school,15,No,No,3.5,90,20,No,20,70,No,40,70,55,Blue,26,8,13,0,8,95,60,3,The Lego Movie,60,20,NA,1580,50,25,Yes,0,Yes,Yes,Yes,85,Waffles,coffee,Dogs,ocean,No!,75,2,4,Spider-Man,Dr. Doofenshmirtz,Spring,right-handed,85,4,JPN 105,Professor Sebastian Caldas,60
2024-09-05 17:14:42 UTC,SML 201,Yes: AP Statistics,Senior,26,Neuroscience,Butler,3.051,Female,25,May,21,NA,8,130,1800,1,3 AM,6,Pinterest,Android,Philadelphia Phillies,Philadelphia Eagles,NA,New Jersey Devils,40,70,0,75,80,50,public school,15,No,Yes,2,60,50,No,20,80,No,75,70,60,Rosegold,3,7,14,7,5,100,50,1,Coco,10,10,NA,NA,50,10,Yes,0,Yes,Yes,Yes,90,Waffles,tea,Dogs,snow,tolerable,70,0.5,1,Raven,Joker,Spring,right-handed,60,4,SPA205,Jesse Gomez,100
2024-09-03 19:44:40 UTC,SML 201,Yes: AP Statistics,Sophomore,10,other,Yeh College,3.9,Female,15,February,19,65,6,130,2000,5,1 AM,6,Instagram,iPhone,NA,NA,NA,NA,80,5,3,79,50,30,public school,80,Yes,Yes,2.3,80,80,No,90,0,No,80,80,90,Blue,2,8,14,0,7,0,80,1,Gattaca,60,80,NA,1510,20,10,Yes,0,Yes,No,No,90,Waffles,coffee,Dogs,ocean,tolerable,70,6,4,Batman,Joker,Fall,right-handed,80,2,JRN 445,Christiaan Triebert,90
2024-09-06 20:49:48 UTC,SML 201,Yes: a (non-AP) Statistics course in high school,Sophomore,9,Computer Science,Butler,2.9,Female,12,January,20,5.5,5,120,1500,4,12 midnight,7,"Instagram,LinkedIn",iPhone,Texas Rangers,Arizona Cardinals,Brooklyn Nets,Arizona Coyotes,50,13,4,56,54,55,religious institution,54,No,Yes,3.5,2,2,No,32,43,No,3,3,4,green,4,2,1,1,1,1,1,1,Black Panther,34,43,2.9,1200,45,45,Yes,54,Yes,Yes,Yes,5,Pancakes,tea,Cats,ocean,Yes!,67,56,2,Wonder Woman,none,Fall,right-handed,67,4,Class #21180,Claire Gmachal,45
2024-09-03 04:06:03 UTC,SML 201,No,Sophomore,8,Molecular Biology,Whitman,3.55,Male,40,August,21,71,10,145,NA,3,12 midnight,NA,"Instagram,LinkedIn,Twitter (X)",iPhone,Boston Red Sox,New England Patriots,Boston Celtics,Boston Bruins,60,30,0,90,90,20,private school,70,Yes,No,2,100,90,Yes: intramural team,90,50,Yes,80,70,60,Blue,4,7,14,7,4,0,60,2,3 Idiots,20,50,NA,1540,40,50,No,20,Yes,Yes,Yes,95,Pancakes,tea,Dogs,ocean,Yes!,90,1,4,Spiderman,Thanos,Spring,right-handed,95,8,POL 332,Michael Hecht,80
2024-09-09 06:24:57 UTC,SML 201,No,Senior,26,Economics,Rockefeller,3.6,Male,10,August,NA,180,8,200,2500,10,2 AM,6,Pinterest,iPhone,"Detroit Tigers,New York Yankees","Minnesota Vikings,Philadelphia Eagles","Los Angeles Clippers,Los Angeles Lakers",Edmonton Oilers,60,50,6,50,50,40,private school,40,Yes,Yes,3,80,50,No,50,50,No,50,50,50,Black,7,7,7,7,7,100,70,2,Little Miss Sunshine,30,70,3.9,1580,20,3,Yes,0,Yes,Yes,Yes,905,Waffles,(neither),Cats,ocean,tolerable,80,2,4,Robinhood,Joker,Spring,right-handed,80,8,SML 354,Professor Olivier Tarpaga,30
2024-09-02 17:26:26 UTC,SML 201,Yes: AP Statistics,Sophomore,8,Molecular Biology,Forbes,3.962,Female,25,September,19,62,5.5,106,1800,3,11 PM,7,NA,iPhone,"Chicago Cubs,Cleveland Indians",Dallas Cowboys,NA,NA,10,60,1,75,70,NA,public school,80,No,No,2.2,95,30,No,70,50,No,75,70,60,Green,26,7,14,5,7,95,80,2,Letters to Juliet,80,60,4,1560,50,30,No,50,Yes,Yes,Yes,99,Pancakes,tea,Dogs,snow,Yes!,65,0.5,2,Spiderman,Mother Gothel,Winter,right-handed,95,4,MOL 214,Professor Yuseon Yun,95
2024-09-04 01:44:26 UTC,SML 201,No,Junior,16,Molecular Biology,Butler,3,Male,2,November,19,73,12,185,3000,12,12 midnight,6,Instagram,iPhone,Philadelphia Phillies,Philadelphia Eagles,Philadelphia 76ers,Philadelphia Flyers,0,100,0,60,43,0,private school,100,No,No,1.2,90,40,Yes: athletic scholarship,100,70,Yes,30,0,0,"black

 ",7,14,14,0,14,80,0,2,The City of God,85,40,3.52,1400,0,5,Yes,80,Yes,No,No,50,Waffles,tea,Cats,ocean,tolerable,100,3,1,Spiderman,Funny Valentine (Jojo's Bizarre Adventure),Summer,right-handed,90,4,MAT 202,Professor Hecht,2
2024-09-04 21:27:46 UTC,SML 201,Yes: AP Statistics,Sophomore,9,Psychology,Yeh College,3.788,Female,15,November,19,68,8.5,130,1500,4,1 AM,8,LinkedIn,iPhone,Houston Astros,New York Giants,Los Angeles Lakers,New York Rangers,30,80,0,82,65,99,public school,10,No,No,2,95,60,No,78,95,No,85,70,55,Violet,7,7,14,5,7,50,75,1,Minari,60,55,4,1540,85,20,Yes,5,Yes,No,Yes,90,Waffles,coffee,Cats,snow,Yes!,60,0.5,1,Batman,Joker,Spring,right-handed,95,5,PSY254,Susie Kim,95
2024-09-03 21:28:05 UTC,SML 201,Yes: a statistics course at another college,Junior,9,Economics,Rockefeller,2.9,Female,10,September,20,60,5,105,1500,1,12 midnight,8,NA,Android,NA,NA,Portland Trail Blazers,NA,10,0,A,50,20,50,public school,30,No,Yes,2.2,65,40,No,10,10,Yes,30,60,70,NA,NA,3,7,7,3,100,30,0,NA,50,50,4,NA,30,4,Yes,90,Yes,Yes,Yes,80,Waffles,tea,Dogs,snow,tolerable,50,2,2,NA,NA,Fall,right-handed,50,4,NA,NA,80
2024-09-02 23:36:39 UTC,SML 201,Yes: AP Statistics,Junior,19,Computer Science,Forbes,3.3,Female,50,September,20,64,7,100,2000,5,12 midnight,6,NA,iPhone,NA,NA,NA,NA,40,10,0,50,70,50,public school,30,No,No,1,80,10,Yes: sports club,90,50,No,NA,70,40,Blue,100,7,14,7,7,50,30,1,Castle in the Sky,NA,90,NA,1570,NA,NA,Yes,NA,NA,No,Yes,NA,NA,(neither),Dogs,NA,tolerable,NA,NA,NA,NA,NA,Fall,right-handed,NA,4,NA,NA,NA
2024-09-02 20:09:49 UTC,SML 201,No,Sophomore,8,other,Forbes,3.91,Male,20,June,19,74,11,209,2000,3,2 AM,7.5,"Instagram,LinkedIn,Twitter (X)",iPhone,NA,NA,NA,Los Angeles Kings,NA,10,0,79,89,70,private school,75,No,No,4,85,65,Yes: sports club,90,50,Yes,75,89,80,Black,9,7,7,0,5,0,60,0,NA,70,60,4,NA,70,20,No,30,No,Yes,Yes,95,Pancakes,tea,Dogs,ocean,tolerable,75,3,5,NA,NA,Spring,right-handed,85,7,TRA304,Molly Greene,50
2024-09-06 13:10:42 UTC,SML 201,Yes: AP Statistics,Sophomore,12,Neuroscience,Yeh College,NA,Male,8,November,19,71,10.5,157,2000,10,12 midnight,6,"Instagram,LinkedIn",iPhone,Philadelphia Phillies,Philadelphia Eagles,Philadelphia 76ers,Philadelphia Flyers,45,40,0,88,85,60,public school,80,NA,No,3.5,95,95,Yes: intramural team,100,80,No,90,90,85,green,4,5,12,3,4,NA,40,1,Knives Out,10,100,4.3,1530,90,50,Yes,50,Yes,No,Yes,95,Waffles,(neither),Dogs,ocean,tolerable,90,4,4,superman,NA,Summer,right-handed,95,3,FRS 195,JC de Swaan,90
2024-09-03 14:29:48 UTC,SML 201,No,Sophomore,10,Psychology,Forbes,3.8,Female,8,October,18,67,9,130,1300,7,12 midnight,5,"Instagram,LinkedIn,Pinterest,Twitter (X)",iPhone,"Boston Red Sox,Miami Marlins,Milwaukee Brewers,San Franciso Giants","Cleveland Browns,Dallas Cowboys,New England Patriots,New Orleans Saints,St. Louis Rams","Dallas Mavericks,New York Knicks,San Antonio Spurs","Colorado Avalanche,Montreal Canadiens,New Jersey Devils,New York Islanders,New York Rangers,Pittsburgh Penguins",0,98,0,67,60,23,private school,10,No,No,2.3,90,90,Yes: intramural team,40,47,Yes,83,89,92,blue,4,14,14,8,7,100,93,1,Inside Out 2,39,70,4.2,1500,69,40,Yes,90,Yes,Yes,Yes,99,Waffles,tea,Cats,ocean,No!,80,4,3,Thor,Thanos,Winter,right-handed,90,20,PSY101,Shaofei Lu,30
2024-09-02 22:35:56 UTC,SML 201,No,Junior,15,Neuroscience,Mathey,2.6,Male,34,April,NA,NA,9,135,12000,3.5,12 midnight,7,Instagram,iPhone,NA,NA,Los Angeles Lakers,NA,66,12,0,89,77,86,public school,44,No,No,2.2,97,88,No,21,31,No,100,89,89,black ,3,7,14,0,7,100,100,1,titanic ,88,75,4,1550,11,4,Yes,0,Yes,No,No,95,Waffles,coffee,Cats,ocean,Yes!,66,2.8,3,batman,me,Summer,right-handed,95,4,sml 201,Emma in writing department ,92
2024-09-03 01:09:14 UTC,SML 201,No,Sophomore,9,Molecular Biology,Yeh College,3.644,Female,15,October,19,66,7,134,1500,4,12 midnight,8,Instagram,iPhone,New York Yankees,Kansas City Chiefs,"Boston Celtics,New York Knicks","New Jersey Devils,New York Rangers",60,90,0,80,90,80,private school,90,No,No,2.8,95,75,No,65,60,No,90,90,80,Green,12,12,14,7,4,5,96,1,Mamma Mia,50,70,3.9,1590,60,20,Yes,0,Yes,Yes,Yes,95,Waffles,tea,Dogs,ocean,No!,90,8,3,Superwoman,Joker,Fall,right-handed,100,3,"Health, Policy and Politics in Latin America
--------------------------------------------",Juan Ferre,86
2024-09-03 15:53:13 UTC,SML 201,Yes: AP Statistics,Sophomore,9,Computer Science,Rockefeller,3.6,Female,40,March,19,68,7.5,108,NA,3,3 AM,5.5,Instagram,iPhone,NA,NA,NA,NA,50,0,0,80,65,50,public school,40,No,No,2.3,75,70,No,20,70,No,70,70,70,NA,NA,3,14,0,3,0,25,0,NA,55,35,4,1560,40,15,Yes,65,Yes,No,Yes,70,Pancakes,coffee,Cats,ocean,Yes!,70,3,4,NA,NA,Spring,right-handed,65,2,PSY 252,NA,80
2024-09-03 15:29:42 UTC,SML 201,No,Senior,28,Computer Science,Mathey,3.9,Female,25,April,21,65,6.5,120,NA,NA,1 AM,8,Instagram,iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,public school,20,No,Yes,2,90,40,No,100,60,No,NA,NA,NA,Blue,7,7,14,NA,7,100,30,1,NA,NA,NA,4,NA,0,5,Yes,70,Yes,No,No,50,Pancakes,tea,Cats,snow,Yes!,NA,4,2,NA,NA,Spring,right-handed,90,4,PHI201,Professor Dondero,80
2024-09-09 16:07:10 UTC,SML 201,No,Junior,18,Neuroscience,Mathey,3.3,Female,15,October,20,61,6.5,190,2000,5,12 midnight,6.5,Instagram,iPhone,"Boston Red Sox,New York Yankees,San Diego Padres,San Franciso Giants",San Francisco 49ers,"Charlotte Hornets,Chicago Bulls,Los Angeles Lakers,Philadelphia 76ers",Carolina Hurricanes,79,50,3,75,50,85,charter school,35,No,Yes,2.5,80,75,No,70,39,No,76,50,40,purple,3,7,14,5,4,100,57,3,Legally Blonde,89,65,4,1450,90,10,Yes,70,Yes,Yes,Yes,90,Waffles,tea,Cats,snow,Yes!,70,1.5,2,Spiderman,Loki,Fall,right-handed,79,4, GLS 320,Dannelle Gutarra Cordero,89
2024-09-02 15:21:24 UTC,SML 201,No,Sophomore,9,Molecular Biology,Whitman,3.7,Female,6,August,19,62,6.5,125,2000,4,12 midnight,7,"Instagram,Pinterest",iPhone,New York Mets,New York Giants,New York Knicks,"New Jersey Devils,New York Islanders",20,60,0,90,90,50,religious institution,70,No,Yes,1.8,80,80,No,100,70,No,70,50,50,Blue,13,7,14,7,7,100,50,0,The Greatest Showman,10,70,4,1440,25,20,Yes,30,Yes,No,No,98,Waffles,tea,Dogs,ocean,No!,90,1,2,Spiderman,Loki,Summer,right-handed,70,3,SPA 103,Amina Shabani,70
2024-09-06 13:44:54 UTC,SML 201,Yes: AP Statistics,Junior,17,Neuroscience,Yeh College,3.1,Female,12,May,20,63,6.5,120,1800,3,12 midnight,6,"Instagram,LinkedIn,Pinterest",iPhone,NA,Denver Broncos,NA,NA,30,20,1,80,75,50,public school,50,No,No,3,90,75,No,75,50,No,75,60,50,"Green, blue, or red depending on my mood!",10,5,14,0,4,75,60,1,NA,25,50,4,NA,60,NA,Yes,25,Yes,No,Yes,80,Waffles,coffee,Dogs,snow,tolerable,NA,NA,NA,NA,NA,NA,left-handed,NA,NA,NA,RPL,NA
2024-09-04 03:42:45 UTC,SML 201,No,Sophomore,8,Molecular Biology,Butler,3.65,Female,5,March,19,60,5,115,2500,4,1 AM,6,Instagram,iPhone,NA,New York Giants,"Brooklyn Nets,Golden State Warriors,New York Knicks",Vancouver Canucks,35,60,2,80,70,90,public school,50,No,Yes,2.5,70,60,No,80,30,No,60,40,20,Purple,23,7,14,2,2,100,20,0,Toy Story 3,60,60,4,15560,40,7,No,60,Yes,Yes,Yes,90,Pancakes,coffee,Dogs,ocean,Yes!,90,3,3,SpiderMan,Maleficent ,Spring,right-handed,70,5,FRS127,Professor Penelope Georges,80
2024-09-04 19:29:18 UTC,SML 201,Yes: AP Statistics,Sophomore,9,Molecular Biology,Butler,3.6,Female,15,January,18,61,8,164,2000,2.5,11 PM,6,Instagram,iPhone,Philadelphia Phillies,Philadelphia Eagles,Philadelphia 76ers,Philadelphia Flyers,30,80,0,95,90,60,public school,45,No,No,1.5,75,50,No,95,80,No,85,60,70,Purple,5,7,14,2,1,80,75,2,Divergent,60,80,3.9,1480,50,7,Yes,50,Yes,No,Yes,90,Pancakes,tea,Dogs,snow,Yes!,80,2,1,Spiderman,O'Hare from the Lorax,Winter,right-handed,75,3,FRS 108,Dr. Bill Gleason,35
2024-09-03 14:30:06 UTC,SML 201,Yes: AP Statistics,Sophomore,9,Princeton School of Public and International Affairs,Mathey,4,Female,6,October,18,70,10,170,1200,6,12 midnight,7,Instagram,iPhone,New York Yankees,Carolina Panthers,Golden State Warriors,Detroit Red Wings,20,90,0,70,75,49,public school,50,No,Yes,2.5,85,85,Yes: sports club,80,65,Yes,85,92,85,Purple,8,8,14,5,0,100,75,1,The Greatest Showman,35,85,4,1440,70,12,Yes,60,Yes,No,Yes,95,Pancakes,coffee,Dogs,ocean,Yes!,80,3,3,Spiderman,Swiper,Fall,right-handed,85,3,WRI 116,Dr. DiGiorgio,79
2024-09-02 23:30:44 UTC,SML 201,No,Junior,17,Molecular Biology,Forbes,3.02,Female,12,December,20,62,8,150,2000,4,10 PM,7.5,LinkedIn,Android,San Franciso Giants,"Kansas City Chiefs,San Francisco 49ers",Los Angeles Lakers,Florida Panthers,100,100,0,98,100,90,public school,10,No,Yes,3,78,89,No,100,75,Yes,85,85,75,Turquoise,3,7,14,14,7,100,85,8,Surprised by Oxford,65,95,4.3,1500,65,10,No,0,Yes,Yes,Yes,100,Waffles,tea,Cats,ocean,tolerable,75,0,3,Black Widow,Loki,Winter,right-handed,75,3,CWR 201,Professor Graham,50
2024-09-06 00:08:58 UTC,SML 201,Yes: AP Statistics,Junior,16,Neuroscience,Mathey,3.342,Female,25,June,20,65,6,160,NA,4,11 PM,7,"Facebook,Instagram",iPhone,Los Angeles Dodgers,"New York Giants,San Francisco 49ers",NA,New York Rangers,0,10,4,75,80,80,public school,20,No,No,2,85,70,No,20,70,Yes,75,75,60,light blue,23,5,13,1,5,0,85,3,NA,20,90,4,1510,50,30,Yes,0,Yes,Yes,Yes,80,Waffles,coffee,Dogs,ocean,No!,60,1,3,NA,NA,Fall,right-handed,80,5,NEU 260,Asif Ghazanfar,95
2024-09-03 23:59:39 UTC,SML 201,Yes: AP Statistics,Senior,28,Computer Science,Mathey,3.7,Female,40,June,21,64,7,118,NA,0,12 midnight,7,"Instagram,LinkedIn",iPhone,NA,NA,NA,NA,NA,NA,0,80,NA,40,public school,60,No,Yes,3.5,90,50,No,70,NA,No,30,40,50,NA,13,7,14,3,7,0,NA,3,NA,NA,70,NA,NA,0,3,No,30,Yes,Yes,No,90,Pancakes,tea,Cats,ocean,NA,80,3,2,NA,NA,Spring,right-handed,90,4,NA,NA,80
2024-09-02 16:47:16 UTC,SML 201,Yes: AP Statistics,Sophomore,9,Computer Science,Forbes,3.75,Female,10,August,19,63,9,110,1800,10,1 AM,8,"Instagram,LinkedIn,Twitter (X)",Android,Baltimore Orioles,Baltimore Ravens,Boston Celtics,Washington Capitals,25,15,2,80,51,15,public school,85,No,No,3.5,90,70,Yes: sports club,80,60,Yes,88,80,70,Red,22,7,14,0.5,2.5,40,40,1,Crazy Rich Asians,30,40,4,1570,40,50,Yes,1,Yes,Yes,Yes,100,Waffles,(neither),Dogs,ocean,No!,75,6,3,Spiderman,Dr. Doofenshmirtz,Summer,right-handed,90,6,LIN201,Claire Gmachl,100
2024-09-04 00:43:13 UTC,SML 201,No,Junior,16,Molecular Biology,Rockefeller,NA,Female,NA,October,20,63,6,120,NA,NA,1 AM,NA,"Instagram,Pinterest,Tumblr",iPhone,NA,Philadelphia Eagles,NA,NA,35,20,0,40,25,80,religious institution,60,No,Yes,2.4,40,50,No,0,60,No,45,35,35,Blue,3,7,14,7,3,100,0,1,n/a,60,40,NA,NA,25,25,Yes,78,Yes,No,Yes,50,Waffles,tea,NA,ocean,tolerable,NA,NA,2,NA,Loki,NA,right-handed,40,3,NA,NA,5
