timestamp,currentCourse,statsBefore,classStanding,numCourses,major,residentialCollege,GPA,gender,hoursStudying,birthMonth,age,height,shoeSize,weight,calories,hoursExercise,sleepTime,sleepDuration,socialMedia,smartPhones,baseball,football,basketball,hockey,politics,religous,Kinsey,happyCampus,happyCity,anxiousCourse,highSchool,prepared,drugUse,firstGeneration,languages,safety,makingFriends,campusTeam,officeHours,studyGroups,retirement,happiness,intelligence,attractiveness,favColor,favNumber,showers,brushing,flossing,washHair,finAidInfluence,futureCareer,numSiblings,favMovie,loneliness,tidyness,highSchoolGPA,SAT,activeCampus,numFriends,studyMusic,familyInfluence,campusLiving,jobBool,campusGroups,attendance,pancakesWaffles,coffeeTea,dogsCats,oceanSnow,pineapplePizza,campusAcceptance,hoursSocialMedia,continents,superhero,supervillain,season,handedness,safety2,laundry,favClass,favProfessor,anxiousSurvey
2024-09-03 03:15:36 UTC,SML 201,Yes: AP Statistics,Junior,18,Neuroscience,Rockefeller,3.905,Female,15,March,20,61,7,130,1000,3,12 midnight,6,Instagram,iPhone,"Texas Rangers,Toronto Blue Jays",Buffalo Bills,"Golden State Warriors,New York Knicks",Buffalo Sabres,33,88,2,80,50,75,public school,75,No,No,2,60,90,No,99,30,No,80,90,70,purple,3,5,14,7,3,0,90,1,Polar Express,20,80,99.2,1520,80,25,No,40,Yes,No,Yes,90,Waffles,coffee,Dogs,ocean,Yes!,90,1,3,Jack-Jack from The Incredibles,Megamind,Summer,right-handed,60,3,PSY 337,Ksenia Chizhova,70
2024-09-03 20:12:35 UTC,SML 201,No,Junior,18,Molecular Biology,Mathey,3.911,Male,25,April,20,70,9.5,130,2100,8,1 AM,7,Instagram,iPhone,Boston Red Sox,New England Patriots,"Boston Celtics,Utah Jazz","Boston Bruins,Vancouver Canucks",13,1,0,78,86,25,private school,90,Yes,No,2,90,80,No,76,75,Yes,80,75,75,Lavender,8,7,14,0.01,4,60,70,1,Rango,25,80,10.85,1590,50,50,Yes,0,Yes,No,Yes,90,Pancakes,tea,Cats,snow,tolerable,70,1,4,Doctor Strange,Polka-Dot Man,Winter,right-handed,90,4,MOL 342,Professor Christopher Hailey,95
2024-09-02 15:44:02 UTC,SML 201,Yes: AP Statistics,Senior,31,Neuroscience,Yeh College,3.737,Male,15,October,20,66,7,120,500,5,1 AM,6.5,"Instagram,Twitter (X)",iPhone,New York Mets,"New York Giants,New York Jets",New York Knicks,New Jersey Devils,25,80,5,85,75,20,public school,100,No,No,5,100,80,No,100,20,No,65,65,65,Purple,42,9,15,5,3,75,90,1,Bhool Bhulaiyaa,55,75,4.88,1470,85,5,Yes,55,Yes,Yes,Yes,90,Pancakes,coffee,Cats,snow,No!,60,15,5,Spiderman,Doctor Doom,Fall,right-handed,100,9,NEU 314,"Nataliya Yanchevskaya

Lindsay Collins",100
2024-09-02 23:08:44 UTC,SML 201,No,Sophomore,12,Computer Science,Whitman,3.4,Female,30,November,18,62,8,135,1700,2,2 AM,7,Instagram,iPhone,New York Mets,San Francisco 49ers,Boston Celtics,New York Islanders,10,25,4,75,10,50,public school,0,Yes,Yes,2.5,75,70,Yes: intramural team,90,10,No,75,70,50,purple,69,6,14,7,3,100,50,1,Scott Pilgrim vs. the World,50,60,99,1370,10,40,Yes,60,Yes,Yes,Yes,80,Waffles,coffee,Cats,snow,tolerable,70,3,1,Spiderman,Harley Quinn,Winter,right-handed,75,4,VIS 204,Claire Gmachl,90
2024-09-05 17:46:42 UTC,SML 201,No,Sophomore,10,Princeton School of Public and International Affairs,Mathey,NA,Female,NA,March,19,66,7,120,NA,NA,2 AM,6,"Instagram,Twitter (X)",iPhone,NA,NA,NA,NA,NA,5,6,80,80,50,public school,50,Yes,No,1.6,90,75,Yes: sports club,80,NA,No,80,80,80,Blue,NA,NA,NA,NA,NA,100,75,1,NA,NA,NA,NA,NA,65,NA,Yes,80,Yes,Yes,Yes,96,Waffles,tea,Cats,ocean,tolerable,80,NA,3,Iron Man,NA,Spring,right-handed,NA,NA,NA,NA,80
2024-09-06 03:01:01 UTC,SML 201,Yes: AP Statistics,Sophomore,10,Computer Science,New College West,3.48,Male,25,November,19,70,9.5,200,2200,14,12 midnight,8,NA,Android,NA,NA,NA,NA,50,10,0,80,70,0,public school,80,No,No,1,100,100,Yes: sports club,100,90,Yes,80,80,70,Blue,11,10,14,7,10,50,70,1,Gamera 3: Revenge of Iris,0,60,NA,1560,50,15,No,60,Yes,No,Yes,90,Waffles,tea,Dogs,snow,No!,100,0,3,Batman,Megamind,Winter,right-handed,100,4,EGR 151,Claire Gmachl,100
2024-09-04 02:56:13 UTC,SML 201,No,Junior,19,other,New College West,3.51,Female,45,April,20,66,7,130,NA,5,3 AM,5,Instagram,iPhone,Chicago Cubs,Chicago Bears,Chicago Bulls,Chicago Blackhawks,40,50,1,70,70,30,public school,20,No,No,2.75,100,90,No,60,60,Yes,70,60,60,olive green,7,7,14,2,5,0,60,1,Howl's Moving Castle,30,60,3.99,1590,70,20,Yes,55,Yes,No,Yes,80,Waffles,tea,Dogs,snow,tolerable,80,2,3,my grandma,Maleficent,Spring,right-handed,100,4,HIS 270,Agustin Fuentes,100
2024-09-06 14:37:19 UTC,SML 201,No,Junior,18,Molecular Biology,Whitman,3.25,Female,15,December,19,59,5,115,1700,4,11 PM,9,"Instagram,Pinterest",iPhone,New York Yankees,Buffalo Bills,New York Knicks,Pittsburgh Penguins,32,20,0,87,77,60,public school,19,No,No,1,70,80,Yes: sports club,40,60,Yes,75,60,60,Navy Blue,11,4,14,4,3,90,100,1,The Truman Show,17,60,98,1510,90,17,Yes,0,Yes,Yes,Yes,90,Waffles,coffee,Cats,ocean,tolerable,95,2,3,Spider-Man,Megamind,Fall,right-handed,70,5,ART228,Karin McDonald,90
2024-09-04 15:51:13 UTC,SML 201,Yes: AP Statistics,Junior,17,Anthropology,Mathey,3.78,Female,20,August,21,65,10,194,2000,2,12 midnight,8,"Instagram,LinkedIn,Pinterest,Tumblr,Twitter (X)",iPhone,NA,NA,NA,NA,NA,NA,3,70,80,60,public school,30,Yes,Yes,1.5,80,65,No,60,70,Yes,70,NA,NA,Red,6,5,7,2,1,90,70,2,Coraline,60,75,4,1370,30,5,Yes,80,No,Yes,Yes,95,Waffles,tea,Cats,ocean,Yes!,70,10,1,Spider-Man,NA,Summer,left-handed,80,4,DAN 215,Professor Beth Semel,85
2024-09-09 02:25:47 UTC,SML 201,Yes: a (non-AP) Statistics course in high school,Sophomore,11,Computer Science,Butler,2.8,Female,4,January,20,62,5.5,80,365,1,12 midnight,8,Instagram,iPhone,Chicago Cubs,Chicago Bears,Chicago Bulls,Chicago Blackhawks,100,70,0,90,90,80,charter school,30,No,Yes,2,90,60,No,50,80,No,100,0,50,Mint green,3,7,14,0,7,100,0,2,Baby's Day Out,80,70,4.56,1320,60,10,Yes,90,Yes,Yes,No,50,Waffles,tea,Cats,ocean,No!,80,8,3,Superman,The joker,Spring,left-handed,90,4,International relations,Claire Gmachl,95
2024-09-04 22:52:05 UTC,SML 201,No,Sophomore,8,Ecology and Evolutionary Biology,Yeh College,3.212,Female,20,August,19,62,7,144,1600,10,12 midnight,7,Instagram,iPhone,"Cincinnati Reds,Washington Nationals",Baltimore Ravens,"Golden State Warriors,Los Angeles Lakers",NA,0,80,2,60,65,50,private school,65,No,No,1,70,70,No,75,80,Yes,75,85,80,Blue,3,9,14,2,1,80,75,1,NA,25,45,3.9,NA,40,12,Yes,55,Yes,Yes,Yes,80,Pancakes,tea,Dogs,ocean,tolerable,55,3,2,Black Panther,Loki,Spring,right-handed,70,5,FRS 129,Craig Marshall,60
2024-09-02 20:42:10 UTC,SML 201,No,Sophomore,11,Computer Science,Rockefeller,3.13,Female,30,April,19,60,5.5,120,1500,2,2 AM,3,"Instagram,LinkedIn,Twitter (X)",iPhone,NA,NA,NA,NA,40,60,1,65,80,50,public school,25,No,Yes,2,95,75,No,20,100,Yes,45,60,55,red,14,7,14,14,3,100,50,0,NA,65,70,4,1370,15,10,Yes,0,Yes,Yes,Yes,95,Pancakes,coffee,Cats,ocean,No!,80,15,2,NA,NA,Spring,right-handed,90,4,COS 126,Professor Mahklouf,88
2024-09-03 02:25:48 UTC,SML 201,Yes: AP Statistics,Junior,19,Computer Science,New College West,3.47,Female,35,September,20,63,7.5,127,NA,7,12 midnight,8,"Instagram,LinkedIn",iPhone,NA,NA,NA,NA,30,20,0,NA,NA,NA,public school,0,No,No,2,NA,NA,No,NA,NA,Yes,NA,NA,NA,NA,NA,5,14,NA,4,NA,NA,1,NA,NA,NA,4,NA,NA,NA,Yes,NA,Yes,Yes,Yes,NA,NA,coffee,Dogs,ocean,tolerable,NA,NA,NA,NA,NA,Spring,right-handed,NA,NA,NA,NA,NA
2024-09-05 11:30:48 UTC,SML 201,No,Junior,17,Neuroscience,Whitman,3.626,Male,25,July,21,68,10,NA,NA,3,12 midnight,5,Twitter (X),iPhone,NA,NA,NA,NA,15,65,5,75,50,99,public school,45,Yes,Yes,2.7,82,60,No,70,35,No,55,55,45,red,19,13,14,14,3,100,70,8,Tangled,65,85,4,1540,55,8,Yes,0,Yes,Yes,Yes,85,Waffles,coffee,Dogs,ocean,tolerable,60,5,3,Black widow,Harley Quinn,Summer,right-handed,82,3,LAO 265,Keishla Rivera-Lopez,50
2024-09-02 18:12:59 UTC,SML 201,Yes: AP Statistics,Junior,19,Operations Research and Financial Engineering,Butler,3.88,Male,35,June,20,74,14,190,2700,15,2 AM,7,"Instagram,LinkedIn",iPhone,Philadelphia Phillies,Philadelphia Eagles,Philadelphia 76ers,Philadelphia Flyers,60,5,0,85,85,0,public school,50,Yes,No,1,90,90,Yes: sports club,90,50,No,80,90,75,Blue,35,7,12,7,6,99,80,1,Project X,30,20,4,1560,40,40,Yes,0,Yes,Yes,Yes,75,Pancakes,(neither),Dogs,snow,tolerable,90,2,1,Batman,Homelander,Winter,right-handed,99,3,CLA219,Alex Dytso,100
2024-09-03 16:15:50 UTC,SML 201,No,Junior,18,other,Butler,3.533,Male,8,January,20,71,10.5,165,3600,8,11 PM,7,Instagram,iPhone,Baltimore Orioles,Carolina Panthers,Oklahoma City Thunder,Carolina Hurricanes,90,100,0,60,80,20,private school,80,No,No,1.1,100,100,Yes: sports club,100,20,Yes,90,30,30,blue,82,14,14,0,14,50,50,2,Arrival,0,80,4.2,0,75,40,No,0,Yes,No,Yes,70,Waffles,coffee,Dogs,ocean,Yes!,80,0.2,3,iron man,idk,Fall,right-handed,100,5,PHI 201,Howard Stone,100
2024-09-05 01:03:53 UTC,SML 201,No,Sophomore,8,Molecular Biology,Butler,3.416,Female,35,January,19,62,7.5,130,2000,8,1 AM,6,Instagram,Android,NA,NA,NA,NA,50,87,0,90,90,80,public school,40,No,Yes,3.7,90,70,No,70,50,Yes,85,72,79,Purple,7,12,14,14,2,60,70,1,NA,10,90,3.92,1410,70,6,Yes,10,Yes,Yes,No,80,Waffles,coffee,Dogs,snow,No!,80,9,3,Captain America,Loki,Winter,right-handed,80,6,#NEU 200: Functional Neuroanatomy,Dr. Karin McDonald,95
2024-09-06 01:45:50 UTC,SML 201,Yes: AP Statistics,Sophomore,9,Computer Science,Yeh College,3.56,Male,15,January,19,72,11.5,159,1500,4,11 PM,8,Instagram,iPhone,Texas Rangers,Dallas Cowboys,Dallas Mavericks,Dallas Stars,20,90,0,90,80,30,public school,50,No,No,1.8,90,90,Yes: intramural team,100,100,No,90,80,80,Purple,11,5,12,0,5,60,60,2,Joker,20,70,4,1410,50,15,Yes,30,Yes,Yes,Yes,80,Waffles,tea,Dogs,ocean,No!,80,4,3,Batman,Joker,Fall,right-handed,90,3,COS 126,Rish,90
2024-09-02 23:49:14 UTC,SML 201,No,Junior,17,Computer Science,Yeh College,3.711,Male,25,December,20,65,7,108,1700,2,1 AM,7,Instagram,Android,NA,NA,NA,NA,60,80,0,75,80,20,public school,45,No,Yes,1.8,85,60,No,40,20,Yes,78,75,60,Lilac,19,7,14,2,5,100,60,1,Kung Fu Panda 2,5,40,3.9,1500,5,20,Yes,70,Yes,Yes,No,85,Waffles,coffee,Dogs,ocean,Yes!,65,3,1,Iron Man,Twice,Fall,right-handed,85,4,COS126,Shruthi Santhanam - COS126,100
2024-09-03 01:13:42 UTC,SML 201,Yes: AP Statistics,Sophomore,9,Psychology,Butler,3.677,Female,27,October,18,67,9,190,2400,6,2 AM,6.5,"Instagram,Twitter (X)",iPhone,NA,"Cincinnati Bengals,Kansas City Chiefs",NA,New York Islanders,35,90,0,70,70,80,public school,80,No,Yes,2.2,80,85,Yes: sports club,90,30,Yes,60,70,60,blue,4,5,14,7,5,50,70,2,Pride and Prejudice (2005),40,85,4,1510,60,30,Yes,40,Yes,Yes,Yes,80,Waffles,(neither),Cats,snow,Yes!,70,3,3,Batman,Joker,Fall,right-handed,80,5,PSY 254,Casey Lew-Williams,70
2024-09-04 01:30:39 UTC,SML 201,No,Sophomore,9,Molecular Biology,Mathey,3.77,Male,35,December,19,70,9,173,3000,5,2 AM,6,Instagram,Android,Los Angeles Angels,San Francisco 49ers,Los Angeles Lakers,Detroit Red Wings,40,85,0,90,70,85,public school,50,No,Yes,2.5,95,85,No,85,80,No,87,80,75,Green,7,7,7,7,14,85,70,1,Dunkirk,10,80,4,1420,40,10,No,0,Yes,No,Yes,100,Pancakes,tea,Cats,ocean,tolerable,85,2,2,Batman,Darkseid,Fall,right-handed,80,2,Spanish 107,Professor Chiaramonte,100
2024-09-06 19:42:31 UTC,SML 201,Yes: AP Statistics,Junior,12,Economics,Forbes,3.6,Female,35,August,20,60,6,97,NA,3,1 AM,7,"Facebook,Instagram,LinkedIn",iPhone,NA,NA,NA,NA,50,10,1,40,30,50,charter school,30,No,Yes,2.3,80,30,No,100,30,No,40,40,NA,muted colors,NA,7,14,13,7,90,60,1,NA,40,80,4,1510,70,3,Yes,0,Yes,Yes,Yes,80,Waffles,(neither),Dogs,snow,No!,40,3,2,NA,Joe (from You),Winter,right-handed,70,4,CHI 107,Henry Zhao,80
2024-09-04 03:25:13 UTC,SML 201,Yes: AP Statistics,Sophomore,9,Chemistry,Forbes,3.837,Female,20,June,19,65,7.5,NA,NA,7.5,1 AM,5,"Instagram,LinkedIn",iPhone,New York Mets,New York Jets,NA,NA,20,95,0,70,40,80,private school,10,No,No,3,90,100,No,70,70,No,80,60,50,blue,3,4,14,7,4,100,80,2,inception,0,50,4,1560,80,100,Yes,0,Yes,No,Yes,95,Waffles,coffee,Cats,ocean,tolerable,100,5,5,supergirl,NA,Spring,right-handed,80,2,A Perfect Cup of Coffee,Brendan Sperling,95
2024-09-03 15:26:40 UTC,SML 201,No,Sophomore,10,Computer Science,Whitman,3.94,Male,20,December,19,70.5,10.5,165,2500,6,12 midnight,8,"Instagram,LinkedIn",iPhone,New York Mets,Houston Texas,"Houston Rockets,Oklahoma City Thunder,Toronto Raptors",Philadelphia Flyers,20,0,0,80,50,50,public school,50,No,No,1.8,100,80,Yes: intramural team,80,80,No,70,50,50,Green,0,7,14,7,7,30,0,1,Bladerunner,20,50,4.8,1590,50,30,Yes,40,Yes,No,Yes,95,Pancakes,tea,Dogs,ocean,Yes!,90,2,4,Batman,The Joker,Spring,right-handed,100,2,PHY 104,Professor Page,80
2024-09-02 22:54:39 UTC,SML 201,No,Junior,18,Molecular Biology,Rockefeller,3.1,Male,36,July,20,65,8,142,1900,7,1 AM,8,"Instagram,Twitter (X)",iPhone,Miami Marlins,Dallas Cowboys,Miami Heat,Florida Panthers,0,60,6,85,90,90,public school,25,No,Yes,2.5,100,50,No,50,0,No,70,50,60,black,27,8,14,14,2,100,75,3,Jurassic Park ,50,75,3.96,NA,10,10,Yes,20,Yes,No,No,70,Pancakes,coffee,Cats,ocean,tolerable,70,2,1,mrs. incredible,maleficent ,Winter,right-handed,100,4,VIS 201,Lex Brown,99
2024-09-03 14:36:45 UTC,SML 201,No,Sophomore,8,Molecular Biology,New College West,3.925,Female,8,June,19,63,9,115,2000,0,11 PM,9,"Instagram,LinkedIn,Pinterest,Twitter (X)",iPhone,"Arizona Diamondbacks,Toronto Blue Jays",Arizona Cardinals,"Phoenix Suns,Toronto Raptors","Arizona Coyotes,Toronto Maple Leafs",20,0,1,90,85,5,charter school,75,No,No,2.6,95,80,No,75,85,No,90,85,90,Blue,18,7,14,4,3,0,60,1,Your Place or Mine,20,50,4,1600,50,20,Yes,30,Yes,No,Yes,95,Waffles,tea,Dogs,ocean,Yes!,85,2,5,Spider-man,Hela,Fall,right-handed,95,4,MOL214,Professor Meyers,30
2024-09-04 06:13:24 UTC,SML 201,NA,NA,NA,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-09-06 03:10:43 UTC,SML 201,Yes: AP Statistics,Sophomore,10,Economics,Butler,3.6,Male,15,March,20,65,8.5,142,2000,7,1 AM,6,"Instagram,LinkedIn",iPhone,Los Angeles Dodgers,New Orleans Saints,Golden State Warriors,Boston Bruins,30,50,0,75,50,65,public school,35,No,Yes,2.4,90,50,Yes: intramural team,70,20,Yes,80,60,65,BLUE,8,7,14,6,7,75,60,1,"Everything, Everywhere, All at Once",65,70,3.98,1500,75,20,Yes,60,Yes,Yes,Yes,99,Waffles,tea,Cats,ocean,tolerable,36,2.5,3,Deadpool,ebenezer scrooge,Spring,right-handed,80,4,FRS 175,Xinyue Huang,80
2024-09-02 15:08:53 UTC,SML 201,Yes: AP Statistics,Sophomore,8,other,Rockefeller,3.8875,Male,30,July,19,71,10.5,162,2000,3,1 AM,7,"Facebook,Instagram",iPhone,Washington Nationals,Philadelphia Eagles,Washington Wizards,Washington Capitals,30,50,0,80,100,50,public school,63,No,No,2.8,100,95,No,55,60,Yes,83,94,65,Purple,3,4,10,7,3,0,70,3,Deadpool,76,67,4,1560,42,15,Yes,20,Yes,Yes,Yes,100,Pancakes,coffee,Dogs,snow,No!,100,1,3,Black Widow,Homelander,Fall,right-handed,100,4,LAT205,Professor Emmanuel Bourbouhakis,100
2024-09-11 19:18:42 UTC,SML 201,No,Junior,19,Politics,Mathey,3.433,Female,30,March,20,65,7.5,150,1800,7,11 PM,8,"Instagram,LinkedIn",iPhone,NA,NA,Los Angeles Lakers,"Nashville Predators,New Jersey Devils,Philadelphia Flyers",40,80,0,70,70,70,public school,50,No,Yes,2,95,70,No,40,85,Yes,85,85,80,pink,12,7,7,0,1,0,90,5,Prisoners,65,75,4.4,1440,90,5,No,0,Yes,Yes,Yes,99,Waffles,tea,Dogs,snow,Yes!,80,3,3,batman,joker,Winter,right-handed,95,2,POL 388,Professor BJ Perlmutt,100
2024-09-04 02:58:59 UTC,SML 201,Yes: AP Statistics,Sophomore,8,Princeton School of Public and International Affairs,Mathey,3.8,Male,25,August,19,72,10,155,2000,6,1 AM,7,"Instagram,Twitter (X)",iPhone,New York Yankees,Washington Redskins,New York Knicks,New York Rangers,30,85,1,99,60,50,private school,70,No,No,1.1,100,100,Yes: sports club,100,40,Yes,90,90,77,Red,24324,7,14,7,4,0,60,1,7 days in hell,10,30,3.95,1530,60,100,Yes,0,Yes,Yes,Yes,95,Pancakes,tea,Cats,snow,Yes!,100,1.5,3,"Comics: spiderman

movies: captain america",Doctor Doom,Summer,right-handed,100,2,eco101,Henry Zhao,100
2024-09-04 22:41:37 UTC,SML 201,Yes: AP Statistics,Sophomore,8,Ecology and Evolutionary Biology,Whitman,3.833,Female,15,November,18,63,7,112,1500,3,12 midnight,8,Instagram,iPhone,NA,Buffalo Bills,NA,Buffalo Sabres,30,0,0,75,90,65,public school,40,No,Yes,2.3,95,80,No,68,45,No,80,33,60,Turquoise,57,5,14,14,4,100,70,1,A Dog's Journey,20,70,3.9,1430,30,5,No,0,Yes,Yes,Yes,100,Pancakes,(neither),Dogs,snow,tolerable,80,2,2,Batman,Darth Vader,Fall,right-handed,95,4,EEB211,Susie Kim (Korean lecturer),99
2024-09-06 05:09:24 UTC,SML 201,Yes: a statistics course at another college,Senior,26,Politics,Mathey,3.4,Male,6,October,NA,69,8.5,180,2500,14,1 AM,6,"Facebook,Instagram,LinkedIn",Android,"Los Angeles Angels,Los Angeles Dodgers",Arizona Cardinals,Phoenix Suns,NA,45,40,0,66,66,66,public school,33,Yes,Yes,2.2,80,50,No,80,75,Yes,33,85,75,Red,7,9,16,7,12,70,40,2,GATTACA,70,33,2.3,1440,40,12,Yes,20,Yes,No,Yes,90,Pancakes,(neither),Cats,snow,Yes!,70,2,4,Captain America,Loki,Fall,right-handed,85,4,EGR 494 - Leadership Development for Business,Dennis Strigl,50
2024-09-02 16:48:04 UTC,SML 201,Yes: AP Statistics,Sophomore,11,Computer Science,Forbes,3.67,Female,12,December,19,65,8,105,1800,8,12 midnight,7,"Instagram,LinkedIn",iPhone,San Franciso Giants,San Francisco 49ers,"Boston Celtics,Golden State Warriors",San Jose Sharks,10,0,0,80,60,50,public school,30,No,Yes,1.5,70,60,No,60,40,Yes,70,70,60,Lavender,4,7,14,7,3,70,70,1,Pride and Prejudice (2005),50,60,4,NA,40,20,Yes,50,Yes,No,Yes,100,Pancakes,tea,Dogs,snow,No!,70,5,2,Dr. Strange,Thanos,Fall,left-handed,70,4,FRS172,David Villalobos,100
2024-09-03 17:31:20 UTC,SML 201,No,Junior,17,Molecular Biology,Whitman,3.96,Female,20,January,20,62,6.5,125,NA,2,12 midnight,8.5,Instagram,iPhone,New York Mets,New York Giants,New York Knicks,New York Rangers,20,20,2,25,80,60,private school,90,No,No,1.3,90,60,No,90,40,No,40,70,NA,blue,12,4,14,NA,4,0,80,1,The Sound of Music,80,95,4,NA,40,15,Yes,20,Yes,No,Yes,100,Pancakes,coffee,Dogs,ocean,No!,40,1,2,NA,NA,Spring,left-handed,90,2,PSY 254,Dr. Casey Lew-Williams,80
